Paremeter1,Paremeter2,Paremeter3,Paremeter4,Paremeter5,Paremeter6,Paremeter7,Paremeter8,Paremeter9,Paremeter10,Paremeter11,Paremeter12,Paremeter13,Paremeter14,Paremeter15,Paremeter16,Paremeter17,Paremeter18,Paremeter19,Paremeter20,Paremeter21,Paremeter22,Paremeter23,Paremeter24,Paremeter25,Paremeter26,Paremeter27,Paremeter28,Paremeter29,Paremeter30,Paremeter31,Paremeter32,Paremeter33,Paremeter34,Paremeter35,Paremeter36,Paremeter37,Paremeter38,Paremeter39,Paremeter40,Paremeter41,Paremeter42,Paremeter43,Paremeter44,Paremeter45,Paremeter46,Paremeter47,Paremeter48,Paremeter49,Paremeter50,Paremeter51,Paremeter52,Paremeter53,Paremeter54,Paremeter55,Paremeter56,Paremeter57,Paremeter58,Paremeter59,Paremeter60,Paremeter61,Paremeter62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,Excel,complete,openFile,Sheet1,2019-02-22T13:10:29.009+11:00,data.xls,Web,complete,goToUrl,2019-02-22T13:10:30.121+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T13:10:41.831+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T13:10:41.831+11:00,confirm,Web,complete,clickButton,2019-02-22T13:10:45.052+11:00,Web,complete,waitResponse,2019-02-22T13:10:48.431+11:00,www.webpage.com/wrong,insertValue,A,Wrong log-in,Excel,10,complete,2019-02-22T13:10:52.408+11:00,insertValue,B,Wrong log-in,Excel,10,complete,2019-02-22T13:10:55.367+11:00,insertValue,C,Wrong log-in,Excel,10,complete,2019-02-22T13:10:58.553+11:00,cancel,Web,complete,clickButton,2019-02-22T13:11:02.644+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,Excel,complete,openFile,Sheet1,2019-02-22T13:11:12.644+11:00,data.xls,Web,complete,goToUrl,2019-02-22T13:11:19.113+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T13:11:27.682+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T13:11:38.120+11:00,confirm,Web,complete,clickButton,2019-02-22T13:11:48.718+11:00,Web,complete,waitResponse,2019-02-22T13:11:51.829+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T13:12:00.600+11:00,B2,Web,complete,clickButton,2019-02-22T13:12:05.239+11:00,ID,182381,Web,complete,insertValue,2019-02-22T13:12:07.047+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T13:12:07.590+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,Excel,complete,openFile,Sheet1,2019-02-22T13:12:31.895+11:00,data.xls,Web,complete,goToUrl,2019-02-22T13:12:41.077+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T13:12:52.029+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T13:13:01.898+11:00,confirm,Web,complete,clickButton,2019-02-22T13:13:07.428+11:00,Web,complete,waitResponse,2019-02-22T13:13:11.031+11:00,www.webpage.com/wrong,insertValue,A,Wrong log-in,Excel,10,complete,2019-02-22T13:13:11.031+11:00,insertValue,B,Wrong log-in,Excel,10,complete,2019-02-22T13:13:12.528+11:00,insertValue,C,Wrong log-in,Excel,10,complete,2019-02-22T13:13:14.912+11:00,cancel,Web,complete,clickButton,2019-02-22T13:13:17.234+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,Excel,complete,openFile,Sheet1,2019-02-22T13:13:27.234+11:00,data.xls,Web,complete,goToUrl,2019-02-22T13:13:43.899+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T13:13:55.681+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T13:14:01.600+11:00,confirm,Web,complete,clickButton,2019-02-22T13:14:06.080+11:00,Web,complete,waitResponse,2019-02-22T13:14:06.339+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-22T13:14:15.975+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T13:14:27.502+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T13:14:45.106+11:00,confirm,Web,complete,clickButton,2019-02-22T13:14:47.853+11:00,Web,complete,waitResponse,2019-02-22T13:14:51.175+11:00,www.webpage.com/ok,Button1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,Excel,complete,openFile,Sheet1,2019-02-22T13:15:28.229+11:00,data.xls,Web,complete,goToUrl,2019-02-22T13:15:40.149+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T13:15:48.943+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T13:15:56.002+11:00,confirm,Web,complete,clickButton,2019-02-22T13:16:10.767+11:00,Web,complete,waitResponse,2019-02-22T13:16:13.795+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T13:16:20.714+11:00,B2,Web,complete,clickButton,2019-02-22T13:16:22.986+11:00,ID,182381,Web,complete,insertValue,2019-02-22T13:16:26.746+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T13:16:29.103+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,Excel,complete,openFile,Sheet1,2019-02-22T13:16:51.557+11:00,data.xls,Web,complete,goToUrl,2019-02-22T13:16:58.759+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T13:17:07.309+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T13:17:15.593+11:00,confirm,Web,complete,clickButton,2019-02-22T13:17:20.245+11:00,Web,complete,waitResponse,2019-02-22T13:17:22.879+11:00,www.webpage.com/wrong,insertValue,A,Wrong log-in,Excel,10,complete,2019-02-22T13:17:23.314+11:00,insertValue,B,Wrong log-in,Excel,10,complete,2019-02-22T13:17:25.430+11:00,insertValue,C,Wrong log-in,Excel,10,complete,2019-02-22T13:17:28.311+11:00,cancel,Web,complete,clickButton,2019-02-22T13:17:32.741+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,Excel,complete,openFile,Sheet1,2019-02-22T13:17:42.741+11:00,data.xls,Web,complete,goToUrl,2019-02-22T13:17:54.453+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T13:17:55.825+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T13:18:02.212+11:00,confirm,Web,complete,clickButton,2019-02-22T13:18:04.389+11:00,Web,complete,waitResponse,2019-02-22T13:18:06.415+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T13:18:09.857+11:00,B2,Web,complete,clickButton,2019-02-22T13:18:13.046+11:00,ID,182381,Web,complete,insertValue,2019-02-22T13:18:15.705+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T13:18:18.967+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,Excel,complete,openFile,Sheet1,2019-02-22T13:18:44.245+11:00,data.xls,Web,complete,goToUrl,2019-02-22T13:18:55.023+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T13:18:58.444+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T13:19:03.099+11:00,confirm,Web,complete,clickButton,2019-02-22T13:19:12.067+11:00,Web,complete,waitResponse,2019-02-22T13:19:13.272+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T13:19:14.727+11:00,B2,Web,complete,clickButton,2019-02-22T13:19:17.085+11:00,ID,182381,Web,complete,insertValue,2019-02-22T13:19:19.567+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T13:19:21.515+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,Excel,complete,openFile,Sheet1,2019-02-22T13:19:43.606+11:00,data.xls,Web,complete,goToUrl,2019-02-22T13:19:56.223+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T13:20:01.305+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T13:20:01.305+11:00,confirm,Web,complete,clickButton,2019-02-22T13:20:07.976+11:00,Web,complete,waitResponse,2019-02-22T13:20:11.082+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-22T13:20:23.172+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T13:20:25.310+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T13:20:31.929+11:00,confirm,Web,complete,clickButton,2019-02-22T13:20:46.549+11:00,Web,complete,waitResponse,2019-02-22T13:20:51.614+11:00,www.webpage.com/ok,Button1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,Excel,complete,openFile,Sheet1,2019-02-22T13:21:18.642+11:00,data.xls,Web,complete,goToUrl,2019-02-22T13:21:22.149+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T13:21:34.181+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T13:21:39.469+11:00,confirm,Web,complete,clickButton,2019-02-22T13:21:45.916+11:00,Web,complete,waitResponse,2019-02-22T13:21:49.153+11:00,www.webpage.com/wrong,insertValue,A,Wrong log-in,Excel,10,complete,2019-02-22T13:21:56.146+11:00,insertValue,B,Wrong log-in,Excel,10,complete,2019-02-22T13:21:59.578+11:00,insertValue,C,Wrong log-in,Excel,10,complete,2019-02-22T13:22:02.215+11:00,cancel,Web,complete,clickButton,2019-02-22T13:22:06.441+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,Excel,complete,openFile,Sheet1,2019-02-22T13:22:16.441+11:00,data.xls,Web,complete,goToUrl,2019-02-22T13:22:19.664+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T13:22:38.683+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T13:22:40.513+11:00,confirm,Web,complete,clickButton,2019-02-22T13:22:40.513+11:00,Web,complete,waitResponse,2019-02-22T13:22:44.755+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T13:22:44.755+11:00,B2,Web,complete,clickButton,2019-02-22T13:22:46.717+11:00,ID,182381,Web,complete,insertValue,2019-02-22T13:22:50.582+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T13:22:54.206+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,Excel,complete,openFile,Sheet1,2019-02-22T13:23:15.696+11:00,data.xls,Web,complete,goToUrl,2019-02-22T13:23:26.828+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T13:23:27.315+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T13:23:37.067+11:00,confirm,Web,complete,clickButton,2019-02-22T13:23:43.513+11:00,Web,complete,waitResponse,2019-02-22T13:23:45.913+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-22T13:24:00.128+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T13:24:10.352+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T13:24:10.352+11:00,confirm,Web,complete,clickButton,2019-02-22T13:24:15.936+11:00,Web,complete,waitResponse,2019-02-22T13:24:19.893+11:00,www.webpage.com/ok,Button1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,Excel,complete,openFile,Sheet1,2019-02-22T13:24:51.676+11:00,data.xls,Web,complete,goToUrl,2019-02-22T13:25:08.255+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T13:25:15.213+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T13:25:22.855+11:00,confirm,Web,complete,clickButton,2019-02-22T13:25:32.367+11:00,Web,complete,waitResponse,2019-02-22T13:25:34.829+11:00,www.webpage.com/wrong,insertValue,A,Wrong log-in,Excel,10,complete,2019-02-22T13:25:43.447+11:00,insertValue,B,Wrong log-in,Excel,10,complete,2019-02-22T13:25:47.040+11:00,insertValue,C,Wrong log-in,Excel,10,complete,2019-02-22T13:25:49.246+11:00,cancel,Web,complete,clickButton,2019-02-22T13:25:54.126+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,Excel,complete,openFile,Sheet1,2019-02-22T13:26:04.126+11:00,data.xls,Web,complete,goToUrl,2019-02-22T13:26:09.623+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T13:26:18.795+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T13:26:20.624+11:00,confirm,Web,complete,clickButton,2019-02-22T13:26:28.240+11:00,Web,complete,waitResponse,2019-02-22T13:26:31.016+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T13:26:38.330+11:00,B2,Web,complete,clickButton,2019-02-22T13:26:41.167+11:00,ID,182381,Web,complete,insertValue,2019-02-22T13:26:42.281+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T13:26:45.216+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,Excel,complete,openFile,Sheet1,2019-02-22T13:27:04.673+11:00,data.xls,Web,complete,goToUrl,2019-02-22T13:27:16.746+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T13:27:24.564+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T13:27:35.719+11:00,confirm,Web,complete,clickButton,2019-02-22T13:27:41.913+11:00,Web,complete,waitResponse,2019-02-22T13:27:44.876+11:00,www.webpage.com/wrong,insertValue,A,Wrong log-in,Excel,10,complete,2019-02-22T13:28:03.646+11:00,insertValue,B,Wrong log-in,Excel,10,complete,2019-02-22T13:28:07.536+11:00,insertValue,C,Wrong log-in,Excel,10,complete,2019-02-22T13:28:12.374+11:00,cancel,Web,complete,clickButton,2019-02-22T13:28:14.635+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,Excel,complete,openFile,Sheet1,2019-02-22T13:28:24.635+11:00,data.xls,Web,complete,goToUrl,2019-02-22T13:28:27.831+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T13:28:35.324+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T13:28:57.084+11:00,confirm,Web,complete,clickButton,2019-02-22T13:29:05.015+11:00,Web,complete,waitResponse,2019-02-22T13:29:08.774+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T13:29:11.319+11:00,B2,Web,complete,clickButton,2019-02-22T13:29:15.539+11:00,ID,182381,Web,complete,insertValue,2019-02-22T13:29:18.023+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T13:29:22.533+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,Excel,complete,openFile,Sheet1,2019-02-22T13:29:44.650+11:00,data.xls,Web,complete,goToUrl,2019-02-22T13:29:48.355+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T13:29:55.619+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T13:30:05.898+11:00,confirm,Web,complete,clickButton,2019-02-22T13:30:17.238+11:00,Web,complete,waitResponse,2019-02-22T13:30:21.914+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T13:30:41.810+11:00,B2,Web,complete,clickButton,2019-02-22T13:30:45.318+11:00,ID,182381,Web,complete,insertValue,2019-02-22T13:30:47.604+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T13:30:50.006+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,Excel,complete,openFile,Sheet1,2019-02-22T13:31:10.171+11:00,data.xls,Web,complete,goToUrl,2019-02-22T13:31:13.385+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T13:31:23.339+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T13:31:32.331+11:00,confirm,Web,complete,clickButton,2019-02-22T13:31:39.335+11:00,Web,complete,waitResponse,2019-02-22T13:31:42.800+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T13:31:47.198+11:00,B2,Web,complete,clickButton,2019-02-22T13:31:49.169+11:00,ID,182381,Web,complete,insertValue,2019-02-22T13:31:52.234+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T13:31:57.150+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,Excel,complete,openFile,Sheet1,2019-02-22T13:32:19.253+11:00,data.xls,Web,complete,goToUrl,2019-02-22T13:32:27.257+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T13:32:37.873+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T13:32:56.627+11:00,confirm,Web,complete,clickButton,2019-02-22T13:32:58.840+11:00,Web,complete,waitResponse,2019-02-22T13:33:01.888+11:00,www.webpage.com/wrong,insertValue,A,Wrong log-in,Excel,10,complete,2019-02-22T13:33:11.478+11:00,insertValue,B,Wrong log-in,Excel,10,complete,2019-02-22T13:33:14.731+11:00,insertValue,C,Wrong log-in,Excel,10,complete,2019-02-22T13:33:18.985+11:00,cancel,Web,complete,clickButton,2019-02-22T13:33:23.869+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,Excel,complete,openFile,Sheet1,2019-02-22T13:33:33.869+11:00,data.xls,Web,complete,goToUrl,2019-02-22T13:33:37.097+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T13:33:41.615+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T13:33:54.627+11:00,confirm,Web,complete,clickButton,2019-02-22T13:33:59.491+11:00,Web,complete,waitResponse,2019-02-22T13:34:02.483+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-22T13:34:02.483+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T13:34:13.865+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T13:34:28.480+11:00,confirm,Web,complete,clickButton,2019-02-22T13:34:36.036+11:00,Web,complete,waitResponse,2019-02-22T13:34:37.965+11:00,www.webpage.com/error,Web,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,Excel,complete,openFile,Sheet1,2019-02-22T13:35:46.287+11:00,data.xls,Web,complete,goToUrl,2019-02-22T13:35:55.231+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T13:36:08.843+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T13:36:24.663+11:00,confirm,Web,complete,clickButton,2019-02-22T13:36:29.892+11:00,Web,complete,waitResponse,2019-02-22T13:36:32.388+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T13:36:47.274+11:00,B2,Web,complete,clickButton,2019-02-22T13:36:51.112+11:00,ID,182381,Web,complete,insertValue,2019-02-22T13:36:54.392+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T13:36:57.901+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,Excel,complete,openFile,Sheet1,2019-02-22T13:37:17.013+11:00,data.xls,Web,complete,goToUrl,2019-02-22T13:37:17.013+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T13:37:30.496+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T13:37:34.556+11:00,confirm,Web,complete,clickButton,2019-02-22T13:37:35.307+11:00,Web,complete,waitResponse,2019-02-22T13:37:36.936+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T13:37:44.983+11:00,B2,Web,complete,clickButton,2019-02-22T13:37:47.380+11:00,ID,182381,Web,complete,insertValue,2019-02-22T13:37:51.770+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T13:37:55.074+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,Excel,complete,openFile,Sheet1,2019-02-22T13:38:18.092+11:00,data.xls,Web,complete,goToUrl,2019-02-22T13:38:26.654+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T13:38:38.975+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T13:38:38.975+11:00,confirm,Web,complete,clickButton,2019-02-22T13:38:41.423+11:00,Web,complete,waitResponse,2019-02-22T13:38:44.533+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T13:38:54.055+11:00,B2,Web,complete,clickButton,2019-02-22T13:38:57.049+11:00,ID,182381,Web,complete,insertValue,2019-02-22T13:39:00.689+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T13:39:05.281+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,Excel,complete,openFile,Sheet1,2019-02-22T13:39:24.846+11:00,data.xls,Web,complete,goToUrl,2019-02-22T13:39:31.038+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T13:39:31.903+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T13:39:38.037+11:00,confirm,Web,complete,clickButton,2019-02-22T13:39:39.117+11:00,Web,complete,waitResponse,2019-02-22T13:39:42.829+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-22T13:39:50.739+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T13:40:04.670+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T13:40:14.797+11:00,confirm,Web,complete,clickButton,2019-02-22T13:40:22.394+11:00,Web,complete,waitResponse,2019-02-22T13:40:25.332+11:00,www.webpage.com/ok,Button1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,Excel,complete,openFile,Sheet1,2019-02-22T13:41:06.979+11:00,data.xls,Web,complete,goToUrl,2019-02-22T13:41:09.401+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T13:41:27.684+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T13:41:41.507+11:00,confirm,Web,complete,clickButton,2019-02-22T13:41:47.875+11:00,Web,complete,waitResponse,2019-02-22T13:41:50.953+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T13:41:57.304+11:00,B2,Web,complete,clickButton,2019-02-22T13:42:00.871+11:00,ID,182381,Web,complete,insertValue,2019-02-22T13:42:04.869+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T13:42:06.809+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,Excel,complete,openFile,Sheet1,2019-02-22T13:42:31.692+11:00,data.xls,Web,complete,goToUrl,2019-02-22T13:42:46.134+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T13:42:59.722+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T13:43:04.029+11:00,confirm,Web,complete,clickButton,2019-02-22T13:43:15.763+11:00,Web,complete,waitResponse,2019-02-22T13:43:19.161+11:00,www.webpage.com/wrong,insertValue,A,Wrong log-in,Excel,10,complete,2019-02-22T13:43:21.734+11:00,insertValue,B,Wrong log-in,Excel,10,complete,2019-02-22T13:43:22.804+11:00,insertValue,C,Wrong log-in,Excel,10,complete,2019-02-22T13:43:27.235+11:00,cancel,Web,complete,clickButton,2019-02-22T13:43:31.464+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,Excel,complete,openFile,Sheet1,2019-02-22T13:43:41.464+11:00,data.xls,Web,complete,goToUrl,2019-02-22T13:43:45.060+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T13:43:48.333+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T13:43:54.933+11:00,confirm,Web,complete,clickButton,2019-02-22T13:44:00.881+11:00,Web,complete,waitResponse,2019-02-22T13:44:03.870+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T13:44:11.504+11:00,B2,Web,complete,clickButton,2019-02-22T13:44:12.808+11:00,ID,182381,Web,complete,insertValue,2019-02-22T13:44:17.568+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T13:44:21.850+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,Excel,complete,openFile,Sheet1,2019-02-22T13:44:41.100+11:00,data.xls,Web,complete,goToUrl,2019-02-22T13:44:53.527+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T13:45:03.422+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T13:45:17.316+11:00,confirm,Web,complete,clickButton,2019-02-22T13:45:24.217+11:00,Web,complete,waitResponse,2019-02-22T13:45:26.270+11:00,www.webpage.com/wrong,insertValue,A,Wrong log-in,Excel,10,complete,2019-02-22T13:45:35.676+11:00,insertValue,B,Wrong log-in,Excel,10,complete,2019-02-22T13:45:38.417+11:00,insertValue,C,Wrong log-in,Excel,10,complete,2019-02-22T13:45:39.254+11:00,cancel,Web,complete,clickButton,2019-02-22T13:45:42.398+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,Excel,complete,openFile,Sheet1,2019-02-22T13:45:52.398+11:00,data.xls,Web,complete,goToUrl,2019-02-22T13:46:02.690+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T13:46:15.042+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T13:46:15.042+11:00,confirm,Web,complete,clickButton,2019-02-22T13:46:16.781+11:00,Web,complete,waitResponse,2019-02-22T13:46:20.004+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-22T13:46:24.108+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T13:46:40.563+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T13:46:52.834+11:00,confirm,Web,complete,clickButton,2019-02-22T13:47:08.524+11:00,Web,complete,waitResponse,2019-02-22T13:47:10.943+11:00,www.webpage.com/error,Web,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
